Column1,Date,ISO,Key phrases,Language,Name,Reviews,Sum of Score sentiment,Sentiment
138,2018-08-05 00:00:00,en,"appartment, cleab",English,Bente,The appartment is very nice and very cleab. Everything was good.,99.3%,Positive
139,2018-08-01 00:00:00,en,"terrazza - large, large shower, family garden, car, apartment, luscious garden, large lounge chairs, minutes walk, wonderful hosts, living room, lake, place, entire stay, nice view, downtown Riva, generous hosts, grocery store, tiny store close, big dining table, letto doppio, area, king size, waist hight storage cubicles, bread, shade, communication, newest style, fresh veggies, herbs, hot summer months, Master bedroom, milk, news paper, twin, sail, privacy, surrounding mountains, queen, internet, days, sofa, nights, Roberto, personal touch, simple meal, refreshing breeze, bathroom, adult, mosquitos, premises, village, people, kids, bikes, fans, kitchen",English,Sandra,"Roberto and his family are wonderful and generous hosts. Check in was easy and communication throughout our entire stay was fast and easy. The apartment is large enough for 4-5 people. The Master bedroom offers a letto doppio (king size) and a twin pull out chair which was pretty comfortable for an adult. The living room offers a queen sized pull out sofa which was fairly comfortable. The living room/sleeping area is separated by waist hight storage cubicles which offers some privacy. The bathroom is brand new and sports the newest style with a large shower. The kitchen offered basically everything you need to prep a simple meal. The best part of the place is definitely the terrazza - large enough for a big dining table and 4 large lounge chairs. The sun sail offers shade during the hot summer months. Our kids were welcomed to play in the very large and luscious garden - we even got some fresh veggies and herbs form the family garden. The garden is beautiful but beware of the mosquitos. The view from the terrazza: overlooking the garden and part of the village. You can not see the lake but get a nice view of the surrounding mountains. From the apartment to the lake its about 10-15 minutes walk, downtown Riva 30-40 minutes. There is a tiny store close by where you can get bread, milk and a news paper. The next grocery store is about a 5 minutes with the car. The car can be parked on the premises (entirely fenced in) and bikes can be stored indoors. The internet was spotty on some days, but when it worked it worked very well. There is no air-condition (2 fans are provided) but during our stay in late July the nights cooled down enough to offer a refreshing breeze. The apartment is beautiful and sparkling clean with absolutely wonderful hosts. If you don't mind being outside of Riva or have a bike or a car than this is the place for you - quite and relaxing with a personal touch.",100.0%,Positive
140,2018-07-10 00:00:00,fi,"rauha, viihtyisä ympäristö, Vahva suositus, ihana asunto",Finnish,Taina,"Todella ihana asunto ja tunsin itseni tervetulleeksi. Oma rauha, viihtyisä ympäristö. Vahva suositus ☺️",100.0%,Positive
141,2018-07-08 00:00:00,nl,"schoon, Echt, aanrader, appartement",Dutch,Andre,"Al 1x eerder gebruik gemaakt van het appartement. Het is geweldig mooi, schoon en het ligt zeer mooi. Echt een aanrader.",95.5%,Positive
142,2018-06-24 00:00:00,de,"modern eingerichtetes Appartment, ruhiger Lage, Tipps, täglichen Mountainbike, empfangen, Touren, planen, Familie, Unternkunft, Roberto, Fahrrad, See",German,Dominik,Sehr schönes und modern eingerichtetes Appartment in ruhiger Lage. Mit dem Fahrrad sind es ca. 5 min zum See. Roberto und seine Familie haben uns herzlich empfangen und viele Tipps für unsere täglichen Mountainbike-Touren gegeben. Wir empfehlen die Unternkunft zu 100% weiter und planen selbst im nächsten Jahr wieder dieses Appartment zu buchen.,68.9%,Neutral
143,2018-06-16 00:00:00,en,"beautifull view, clean apartment, terrase, Robert, heplfull, kids, Recomended",English,Monika,"Great and clean apartment, there is really beautifull view from the terrase. Robert is very heplfull. Perfect also with kids. Recomended.",99.9%,Positive
144,2018-06-14 00:00:00,de,"Wohnung, traumhafter Urlaub, Roberto, Gehminuten, Strandpromenade, Top Lage, Familie",German,Christina,"Es war ein wunderschöner & traumhafter Urlaub in der Wohnung von Roberto ! Die Wohnung ist sehr modern ausgestattet! Wir sind von Ihm & seiner Familie herzlichst empfangen worden ! Alles war perfekt, nichts hat gefehlt ! Top Lage, wir waren zu Fuß in ca. 15 Gehminuten an der Strandpromenade! Wir kommen definitiv wieder !",68.2%,Neutral
145,2018-06-04 00:00:00,en,"sea, lovely stay, wonderful quiet apartment, minutes bike ride, Warm welcome, Roberto, family, photos",English,Prisca,"We had a lovely stay in this wonderful quiet apartment. It is located a few minutes bike ride from the sea, but it is totally worth it! Everything as described and shown on the photos. Warm welcome by Roberto. He and his family were always available when we needed something. Absolutely recommendable!",100.0%,Positive
146,2018-05-28 00:00:00,en,"home, Roberto's parents, Roberto's place, Roberto's dad, Italian house, bike bags, lake view, fantastic time, later check-out, Airbnb, kitchen, best, ground floor, tyres, flight times, earlier check-in, town, sides, kettle, compressor, microwave, beds, hour, dream, car, places, bikes, balcony, views, mountains, apartment, advantage",English,Heidi,"We had a fantastic time in Roberto's place. The apartment is located about 2 km from the lake and you will need a bike or car to get to places. The advantage of this is that it is very quiet and relaxing. With Roberto's parents living on the ground floor, it is Airbnb at its best, authentic, friendly and home from home. The balcony is a dream, we spent most our time outside. The views are down to the town (no lake view) and to the sides you can see the mountains. The beds are very comfortable, the kitchen is well equipped and the house is spotless. If you are British, do not expect a kettle or microwave, this is not standard in an Italian house. We brought our own bikes in bike bags and needed to assemble them. Roberto's dad was very helpful, he pumped up the tyres with a compressor and made sure we could lock them up safely. We also asked for an earlier check-in and later check-out (by 1 hour) to fit in with our flight times and Roberto was very accommodating. We would certainly go there again.",100.0%,Positive
147,2018-05-25 00:00:00,en,"Great host, Family",English,Veronika,Great host! Family was very sweet.,99.6%,Positive
148,2018-05-19 00:00:00,fr,"quartier tranquille, lac, jours passés, del, Logement, Roberto, sentier, souffle",French,Daphnée,Logement très propre et bien aménagé dans un quartier tranquille. Nous avons tout fait à pied. Un beau sentier se rend au lac qui n'est pas très loin. Vu à couper le souffle. Roberto est très accueillant. Nous avons appréciez les jours passés à Riva del garda. Nous reviendrions.,70.4%,Neutral
149,2018-05-12 00:00:00,en,"apartment, bigger groceries, days, basic things, store, walking distance, Lago, Roberto's place, Garda, location",English,Rosslava,Roberto's place is perfect for spending some days at Lago di Garda. The location is very quiet and perfect for relaxing. There is a store for basic things near the apartment and the bigger groceries are in a walking distance. We can only recommend it.,99.4%,Positive
150,2018-05-07 00:00:00,en,"flat, air b n b, walking distance, Monte Brione, fields of olives, neighborhood, kind et fast responsive, forest, terrasse, cake, area, cherry, view, Riva center, Roberto’s place, times, year",English,Chloé,"This is by far the nicest flat we have ever been with air b n b (and we do this several times a year). Quiet, clean, newly renovated and with all you need. Roberto is very kind et fast responsive. The cherry on the cake is the area where the flat is. The view on the terrasse is superb and the neighborhood absolutely lovely with the fields of olives and forest (Monte Brione) 5min walking distance. It takes 20min walking to Riva center. I highly recommend you to go at Roberto’s place!",100.0%,Positive
151,2018-05-03 00:00:00,en,"nice Apartment, great Host",English,Martin,nice Apartment and great Host,98.6%,Positive
152,2018-04-27 00:00:00,pl,"przestronny apartament, przemiłymi gospodarzami, plaży, ofercie, centrum miasta, Spokojna okolica, Polecam",Polish,Ewa,"Wszystko było tak , jak opisane w ofercie : czyli : czysty , przestronny apartament z przemiłymi gospodarzami . Spokojna okolica , ale jednocześnie blisko do plaży i centrum miasta . Polecam :)",88.5%,Positive
153,2018-04-16 00:00:00,en,"Roberto's place, Roberto's mum, exceptional help, absence of Roberto, beautiful terrace, expectations, amenities, hesitation",English,Luigi,"Roberto's place was beyond expectations . Spacious with a beautiful terrace . All amenities in place ,well positioned . Roberto's mum was of exceptional help in the absence of Roberto . We recommend this place without hesitation",93.5%,Positive
154,2018-04-12 00:00:00,ru,"Прекрасное жильё, езды от Вероны на машине, хозяева",Russian,Erica,"Прекрасное жильё в потрясающем месте. Хорошие хозяева, подсказали куда съездить и что посмотреть. Час езды от Вероны на машине. Рекомендую.",94.0%,Positive
155,2018-04-09 00:00:00,it,"casa di Roberto, famiglie, spazio ideale, coppie, disposizione, Riva, domanda, Super",Italian,Giulia,"La casa di Roberto è meravigliosa, pulitissima, accogliente, uno spazio ideale per famiglie e coppie che vogliono godersi Riva. Roberto è stato carinissimo è sempre a disposizione per qualsiasi domanda! Super raccomandato!!!",77.8%,Neutral
156,2018-04-06 00:00:00,de,"Balkon, Fussball, Spielhaus, Trampolin, Fahrzeuge, blue Garden, Basketball, top Ausblick, Fußweg, Riva, Tischtennis, Spielgeräten, Kids, Spielplatz, Ecke, Supermarkt, Bergen, Minuten",German,Christina,"Wir sind zu 100% zufrieden. Großer Garten mit vielen Spielgeräten für Kids.. Tischtennis, Basketball, Fussball, Spielhaus, Trampolin, Fahrzeuge... Der Balkon hat einen top Ausblick auf die Bergen - so wacht man früh gerne auf. Gartenmöbel auf Balkon für 4 Personen. Betten und Sofa sehr bequem. Küchen Utensilien alle vorhanden. Wir kommen wieder. Fußweg nach Riva - z.b. blue Garden, 15 Minuten. Großer Spielplatz um die Ecke, kleiner Supermarkt 30 m entfernt.",64.5%,Neutral
157,2018-03-23 00:00:00,de,"Robertos Wohnung, Sauberkeit der Wohnung, Robertos Dad, Aussicht, gibt’s, Festungen, Englisch, vergleichsweise geräumige Arbeitsflächen, Wanderweg, Arco, Brione, Küche, Stock, Treppe, Freizeitsportler, Gelände, schnelle Runde, Haus, modern, Riva, Kommunikation, Deutsch, Aufenthalt, Gardasee, Balkon, Highlight, nächsten Besuch, Tipp, Endreinigungsgebühr",German,Ben,Der Aufenthalt in Robertos Wohnung hat uns gut gefallen. Die Kommunikation mit Roberto (spricht Englisch) und Robertos Dad (spricht Deutsch) hat hervorragend geklappt – beide sind sehr nett. Die Wohnung im 1. Stock (Treppe) ist modern eingerichtet und verfügt über alles was man für ein paar Tage am Gardasee benötigt. Die Küche ist weitläufig und bietet vergleichsweise geräumige Arbeitsflächen. Der große Balkon ist natürlich ein Highlight. Die Sauberkeit der Wohnung war ebenfalls gut (Endreinigungsgebühr wird generell erhoben). Kleiner Tipp für die Freizeitsportler: Gleich hinter dem Haus beginnt der Spazier- / Wanderweg auf den Brione (oben gibt’s 2 Festungen und natürlich tolle Aussicht auf Arco und Riva). Das Gelände ist optimal für eine schnelle Runde am Morgen… Wir freuen uns schon auf unseren nächsten Besuch!,58.1%,Negative
158,2018-03-18 00:00:00,it,"appartamento, clima di relax, panorama esterno, vedere, finestre della zona giorno, luce stupenda, famiglia, locale, qualcosa, solito, vita frenetica, soggiorno, Riva, accoglienza, terrazza magnifica, host, Valore, luogo",Italian,Alessia,"Il soggiorno a Riva è stato fenomenale!... cercavamo un luogo dove stare un po’ in relax, lontano dalla vita frenetica del lavoro e così è stato! L’appartamento è meraviglioso e fornito di tutto il necessario, questo ha facilitato il clima di relax!... l’host e tutta la famiglia sono stati gentilissimi nell’accoglienza! Valore aggiunto dell’appartamento sono inoltre le finestre della zona giorno che permettono di vedere il panorama esterno e creano una luce stupenda!...possiede anche una terrazza magnifica! Assolutamente da consigliare!... Ancora complimenti anche per il locale, qualcosa di diverso dal solito! Siamo rimasti molto contenti!",59.5%,Negative
159,2018-03-11 00:00:00,en,"great view, big bed, equipped kitchen, balcony, apartment, cozy, Roberto, friendly host, dinner, places",English,Svetlana,"Roberto is very friendly host. He recommended to us where to have a dinner and places to walk. His apartment is very spacious and cozy. With well equipped kitchen, big bed and great view from a balcony. It was a wonderfull trip.",100.0%,Positive
160,2018-02-07 00:00:00,it,"Appartamento confortevole, terrazzo meraviglioso, Host cordiale",Italian,Stefania,"Appartamento confortevole, pulito, ben arredato e organizzato, con un terrazzo meraviglioso. Host cordiale e disponibile.",100.0%,Positive
161,2018-01-31 00:00:00,en,"Great views, great host, sunny balcony, lovely house, quiet living area, modern kitchen, questions, time, Roberto",English,Korbinian,"A lovely house in a quiet living area. Great views from the very large and sunny balcony, modern kitchen and everything else you could wish for. Roberto was a great host too, welcomed us very warmly and was available for any questions any time. Recommended!",100.0%,Positive
162,2018-01-16 00:00:00,en,"place, wonderful view, Roberto, great host, balcony, people",English,Mauricio,"Roberto is a great host. The place is big, all new and clean. The balcony is fantastic, big and with a wonderful view. I hope more people can enjoy this place!",99.8%,Positive
163,2018-01-07 00:00:00,it,"Proprietari cordiali, eventuali esigenze, Appartamento pulito, paesaggio, ampio balcone",Italian,Alessandro,Proprietari cordiali ed attenti ad eventuali esigenze. Appartamento pulito e curato. Bel paesaggio dall’ampio balcone.,88.2%,Positive
164,2018-01-02 00:00:00,it,"dettagli, host, tranquillità, oasi di pace, consigli, zona tranquilla, centro, terrazza, Appartamento, suggerimenti, Roberto, giornata di escursioni, vacanza da ripetere",Italian,Andrea,"Appartamento molto bello, curato nei dettagli, in zona tranquilla e silenziosa ma allo stesso tempo molto vicino al centro e a tutti i servizi. La terrazza è un oasi di pace e tranquillità dove rilassarsi dopo una giornata di escursioni. Roberto è un host praticamente perfetto: puntuale, preciso e sempre disponibile per consigli e suggerimenti. Una vacanza da ripetere!",66.7%,Neutral
165,2017-12-10 00:00:00,it,"appartamento di Roberto, giorno, Appartamento pulito, cucina, mamma, consigliato Luca, terrazzo",Italian,Luca,"Abbiamo soggiornato nell'appartamento di Roberto dal giorno 7/12 al giorno 10/12. Appartamento pulito, luminoso con una cucina ben attrezzata, e un bel terrazzo. Roberto e sua mamma sempre disponibili e molto ospitali. Molto consigliato Luca",78.6%,Neutral
166,2017-11-12 00:00:00,en,"living room, good recommendation, good pillows, Good parking, nice apartment, nice smell, breakfast, family, Roberto, bigger shopping, terrace, fresh roses, car, small shop, Comfortable beds, big distances, Beautiful view, wonderful stay, kids, city, lake, mountains, restaurants",English,Edina,"Very nice apartment, relatively close to the lake. Beautiful view from the terrace and living room to the mountains. Good parking. Clean and nice smell. We even had fresh roses in the living room:) Roberto and his family were very friendly and helpful they gave us also good recommendation for restaurants. Comfortable beds, good pillows. Well equipped kitchen. We had what we needed. A small shop nearby for breakfast is ideal, for bigger shopping you need a car, but there are no big distances in the city. We had a wonderful stay with our kids and would love to come back.",100.0%,Positive
167,2017-11-01 00:00:00,en,"great balcony, Great Flat, Amazing bathroom, wonderful shower, perfect kitchen",English,Stefanie,Great Flat with a great balcony and a perfect kitchen! Amazing bathroom with a wonderful shower.,100.0%,Positive
168,2017-10-21 00:00:00,de,"ausgestattete Wohnung, Ölivenöl, großzügigen Koch, Früchte, Danke, Roberto, lieben Eltern, Wohnbereich, eurem Garten, Flasche, Dusche, Mediteranes Flair, Linie, Essen, Füße, Liege, Khakibaum, Bäume, hell, moderne, Regalen des Supermarktes, gemütlichen Terrasse, wunderschöner Urlaub, Bad, Grantapfel, Seiten, wünschen, Pflanzenliebhaberin",German,Sabine,"Mediteranes Flair auf der ganzen Linie. Eine moderne, gut ausgestattete Wohnung, mit einem großzügigen Koch-und Wohnbereich, der nichts zu wünschen übrig lässt. Was du gekocht hast, kannst du auf der großen und gemütlichen Terrasse gleich genießen oder einfach nach dem Essen die Füße auf der Liege hochlegen. Das Bad und die Dusche sind herrlich und ganz modern ausgestattet. Die Wohnung ist hell und bietet zu allen Seiten schöne Ausblicke. Ich bin eine Pflanzenliebhaberin. Es gab so viele Bäume und Pflanzen, deren Früchte ich immer nur aus den Regalen des Supermarktes kannte. Nun weiß ich, wie ein Grantapfel wächst oder ein Khakibaum ausschaut und wie das Ölivenöl aus eurem Garten in die Flasche kommt. Danke dir Roberto und deinen lieben Eltern, die uns ganz viel gezeigt und erzählt haben. Es war ein wunderschöner Urlaub.",57.5%,Negative
169,2017-10-06 00:00:00,en,"Roberto's communication, Roberto's place, town, return trip, Riva, Garda, short walk, action",English,Brian,Roberto's place worked out perfectly for us. It was fully equipped with everything we needed if we wanted to eat in or we could do a short walk to down town where all the action is. Roberto's communication was very timely and we will definitely stay here for our return trip to Riva Del Garda.,98.7%,Positive
170,2017-10-03 00:00:00,en,"wonderful apartment, wonderful terrace, relaxing stay, typical Italian house, great mountainbike tours, courteous person, city of Riva, tourist spots, car, calm, surroundings, nice starting points, complete family, minutes, Roberto",English,Matthias,"Everything was better than we ever could have expected! Roberto is a very openminded and a courteous person, just like his complete family. We really enjoyed our stay in this wonderful apartment in a typical Italian house with the wonderful terrace, interior and surroundings. The apartment is a little bit outside of the city of Riva and the tourist spots, so it is just perfect for a calm and relaxing stay. It is also good situated to start some great mountainbike tours. Furthermore for hiking it is just 20 minutes by car to come to some nice starting points.",99.9%,Positive
171,2017-09-28 00:00:00,en,"Lake Garda, car, Roberto's mum, Roberto's family, east, wonderful host, home-grown fruit, home-made syrups, questions, west, perfect location, stay, washing machine, problem",English,Liana,"Roberto is a wonderful host who was more than happy to answer any questions we had about Lake Garda during our stay. For us this was the perfect location - between the east and west of the lake. Close enough to everything yet far enough that you're not in the thick of it (note you probably need a car to get there). We walked to and from the lake everyday which wasn't a problem at all, then used he car to go further. Roberto's family were also so accommodating with offers of home-grown fruit and home-made syrups. Roberto's mum was also incredibly kind in letting us use her washing machine. Thank you!",100.0%,Positive
172,2017-09-24 00:00:00,de,"Wohnung, top modern, Roberto, Familie",German,Ina,"Roberto und seine Familie waren sehr nett und hilfsbereit. Die Wohnung ist top modern und sauber, es gibt nichts zu beanstanden!",95.5%,Positive
173,2017-09-22 00:00:00,de,"super Bad, Mountainbiken super, schöne renovierte Wohnung, Terrasse, traumhaftem Blick, Erstklassiges Preis, Leistung, Verhältnis, Berge, gemütlichen Betten, fehlen, paar, modernen Räumen, Roberto, Familie",German,Insa,"Sehr schöne renovierte Wohnung mit toller großer Terrasse mit traumhaftem Blick auf die Berge. Die Wohnung ist sehr komfortabel mit super Bad und sehr gemütlichen Betten. Alles sehr modern eingerichtet. Hier und da fehlen vielleicht ein paar Vorhänge, damit es nicht so hallt in den modernen Räumen. Roberto und seine Familie waren sehr nett und hilfsbereit. Vielen Dank dafür. Wir kommen gerne wieder. Vor allem zum Mountainbiken super gelegen. Erstklassiges Preis-Leistung-Verhältnis!",63.9%,Neutral
174,2017-09-17 00:00:00,de,"Balkon, super modern, Roberto, Familie, tolle Gastgeber, Aussicht, Highlight, Apartment, Lage, ok",German,Jacqueline,"Roberto und seine Familie sind tolle Gastgeber! Das Apartment ist super modern und sauber, der Balkon mit der Aussicht ist das Highlight. Die Lage ist etwas außerhalb aber voll ok.",82.3%,Positive
175,2017-09-14 00:00:00,de,"Laufen, Wohnung, Roberto fragen, typische italienische gastfreundliche nette Familie, beste Preis Leistungsverhältnis, Riva, Sonnen, letztes, einzige Manko, Stückchen, Terasse, Stadt, ok, Nachfragen, Waschmaschine, Regen",German,Yannick,Das vielleicht beste Preis Leistungsverhältnis in Riva! Roberto und seine Familie sind wirklich eine typische italienische gastfreundliche nette Familie. Wir haben uns sofort wohl gefühlt. Bei Nachfragen sofort reagiert. Die Wohnung ist sehr modern eingerichtet. Sogar die Waschmaschine durften wir benutzen. Die Terasse ist wunderbar zum Sonnen wenn die Sonne scheint (wir hatten leider ziemlich viel Regen). Es war alles da was man benötigt. Ansonsten kann man einfach Roberto fragen. Als letztes das einzige Manko. Die Wohnung ist schon ein Stückchen zum Laufen vor allem in die Stadt. Aber da wir gerne laufen war das ok. Wir würden Roberto zu 100% weiterempfehlen.,59.7%,Negative
176,2017-09-02 00:00:00,de,"Roberto, ca, Gehminuten, letzten mal, Ausgangspunkt, Wandern, denoch, notwendigen Utensilien, Anliegen, Fazit, schöner, entspannter Aufenthalt, Jogging, Radfahrern, Trubel der Touristen, schnelle Antwort, klein Lande, Kiosk, kochen, Fragen, Restaurant, Colombera, Kommunikation, Danke, Familie, Lebensmittelläden, Autominuten, Terasse, entspannen, Bedarf, Waschmaschine, Lage, Appartments, Strand",German,Nataliya,"Wir waren zum dritten mal bei Roberto und höchstwahrscheinlich nicht zum letzten mal. Die Lage des Appartments ist gut, etwas weiter vom Strand (ca 1.1 km - 20 Gehminuten) , entfernt vom Trubel der Touristen - denoch ein guter Ausgangspunkt für Wandern, Jogging und Radfahrern. Lebensmittelläden sind in max. zehn Autominuten entfern. Ein klein Lande wie ein Kiosk befindet sich sogar gleich in zwei Gehminuten. Ein gutes Restaurant ""Colombera"" ist nur ca 500m entfernt. Das Appartment selbst ist mit notwendigen Utensilien zum selbst kochen ausgestattet und groß genug für max. vier Personen. Die Terasse lockt zum entspannen ein. Bei Bedarf darf die Waschmaschine mitbenutzt werden. Die Kommunikation mit Roberto ist schnell und unkompliziert. Bei Fragen oder irgendwelchen Anliegen kriegt man schnelle Antwort. Parken kann man ohne Weiteres vor der Tür. Fazit: schöner und entspannter Aufenthalt ist hier garantiert. Danke an Roberto und seine Familie. Bis blad!",56.9%,Negative
177,2017-08-19 00:00:00,en,"beautiful view, expansive terrace, small price, calm, quietness, crowds of tourists, people, town, lake, apartment",English,Sean,"The apartment was really well equipped, which is great for people who like to cook. We appreciated the quietness and beautiful view of the expansive terrace. The 20 min walk to the lake is a small price to pay for the calm of being away from the crowds of tourists in town. We'd stay there again.",99.5%,Positive
178,2017-08-16 00:00:00,en,"Great place, fantastic tarrace, close bus, car",English,Marcin,Great place with fantastic tarrace. Very close bus stop you can forgot about car.,21.4%,Negative
179,2017-08-05 00:00:00,de,"Balkon der Wohnung, Roberto, Erwachsene, tolle Gastgeber, Vater, Hund, Kinder",German,Julia,"Der Balkon der Wohnung ist unglaublich, Roberto und sein Vater sind tolle Gastgeber, wir (zwei Erwachsene, zwei Kinder und ein Hund) können die Wohnung nur empfehlen.",82.4%,Positive
180,2017-07-17 00:00:00,de,"grandiosen Ausblick, nächste Bushaltestelle, ruhigen Gegend, Berge beginnen, Familie, Wochen, Robertos Wohnungsbau, Terasse, Entfernung, Brötchen bekommen, fahren, Busse, Stundentackt, Minuten, nähere Umgebung, Vater",German,Ellen,"Wir waren als Familie 2 Wochen in Robertos Wohnungsbau. Wir sind von seinem Vater sehr herzlich empfangen worden und er hat uns alles Nötigen erklärt. Die Wohnung ist mit allem ausgestattet, was benötigt wird. In nur 5 Min. Entfernung konnte man Brötchen bekommen und somit konnte jeder Tag entspannt auf der großen Terasse mit grandiosen Ausblick auf die Berge beginnen. Die Wohnung ist in einer ruhigen Gegend und die nächste Bushaltestelle nur wenige Minuten entfernt. Leider fahren die Busse nur im Stundentackt. Die nähere Umgebung ist wirklich sehr sehenswert. Wir haben uns sehr wohlgefühlt und können diese Wohnung nur weiterempfehlen.",60.0%,Neutral
181,2017-07-03 00:00:00,en,"apartment, lake, crowds of tourists, path, gorgeous views, easy walk, large terrace, car, shopping, crazy traffic, town, family, dining, Roberto's, didnt, meals, stay",English,Rachel,"We loved our stay in this apartment. The large terrace has gorgeous views and is big enough to have meals on or sunbake. We didnt have a car and found it an easy walk on the path to the lake or for shopping and dining. LOVED that it was a little out of town so it was quiet, no crowds of tourists or crazy traffic to deal with. The apartment was immaculate and had everything we needed. The whole family are so lovely and welcoming, I highly recommend Roberto's to everyone.",95.3%,Positive
182,2017-06-27 00:00:00,de,"Danke, super Wohnung, tollen Lage, Aufenthalt",German,Tim,Wir haben uns sehr wohl gefühlt! Eine super Wohnung! Sauber und in einer tollen Lage! Es ist alles vorhanden was man für den Aufenthalt benötigt! Wie kommen gern wieder! Danke für die schöne Zeit!,75.0%,Neutral
183,2017-06-25 00:00:00,fi,"Asunto, liikkeellä hellekauden, liikkeellä autolla, iso puutarha, Iso parveke, helppoa ja autolle, oleskelutiloista, tuuletin, liikkuminen, keskustan ulkopuolella rauhallisella paikalla, isovanhemmat, parkkipaikka, tositarpeeseen, Talossa",Finnish,Erja,"Asunto sijaitsi keskustan ulkopuolella rauhallisella paikalla. Olimme itse liikkeellä autolla, joten liikkuminen oli helppoa ja autolle löytyi vierestä parkkipaikka. Asunto oli valoisa ja kauniisti sisustettu ja todella siisti. Iso parveke oli mahtava. Talossa oli iso puutarha. Emme tavanneet itse isäntää, mutta meidät vastaanottaneet isovanhemmat olivat hurmaavia ja hyvin ystävällisiä. Olimme liikkeellä hellekauden aikana joten oleskelutiloista löytynyt tuuletin oli tositarpeeseen.",66.9%,Neutral
184,2017-06-22 00:00:00,de,"großzügigen Terrasse, Reisebett, Baby, schöne Aussicht, frischen Gemüse, schönen Garten, Mimi, Schlafzimmer, ausgestattetes Apartment, Gigi, See, Vermieter",German,Giovanni,"'+ großes, gut ausgestattetes Apartment + sehr Sauber + ruhig gelegen + schöne Aussicht von der großzügigen Terrasse + Baby-Reisebett wurde uns schon ins Schlafzimmer gestellt +++ Vermieter sehr freundlich und hilfsbereit (konnten uns an dem frischen Gemüse im sehr schönen Garten bedienen...Unser Kleiner war auch sehr begeistert von Gigi und Mimi :) - etwas weit vom See entfernt (für uns aber nicht so schlimm, ca. 20 min zu Fuß)",65.9%,Neutral
185,2017-06-11 00:00:00,de,"Robertos Wohnung, Bilder, Riva, Haus wohnen, Eltern, tolle Terrasse, Empfang, Tipps",German,Ulrike,"Wir haben eine schöne Woche in Robertos Wohnung in Riva verbracht. Seine Eltern die im auch im Haus wohnen, haben uns sehr herzlich in Empfang genommen und gute Tipps gegeben. Die Wohnung ist genau so wie die Bilder sie präsentiert, tolle Terrasse. Sehr zu empfehlen.",72.2%,Neutral
186,2017-06-05 00:00:00,it,"genitori di Roberto, casa di Roberto, riposo, mesi, cane, appartamento bello, quiete, vacanza, compagno, top, quartiere tranquillo, bimba, terrazza magnifica, comunicazione",Italian,Sara,"Ho soggiornato presso la casa di Roberto con il mio compagno, la bimba di 8 mesi ed il cane; appartamento bello, soleggiato, pulito e con una terrazza magnifica. Ubicato in un quartiere tranquillo assicura quiete e riposo per una vacanza al top; inoltre i genitori di Roberto sono delle persone squisite, sempre gentili e disponibili. Ottima comunicazione con Roberto.",66.9%,Neutral
187,2017-06-02 00:00:00,en,"house, apartment, area of Riva, useful tips, Roberto's place, great time, quiet neighborhood, Garda, dinner, parents, terrace, foot, lake, Unfortunatley, sunbathing",English,Christian,"We had a great time at Roberto's place - everything was just perfect! Unfortunatley we didn't meet Roberto himself, so his parents showed us the house. They were so nice and welcoming and gave us very useful tips regarding the area of Riva del Garda. The house is very clean and tidy and located at a quiet neighborhood. The apartment is equipped very well and looks like it was renovated recently. The terrace is huge and perfect for having breakfest/dinner outside or just for sunbathing. It takes about 15-20min by foot to reach the lake. We absolutely recommend this apartment!",100.0%,Positive
188,2017-05-28 00:00:00,de,"Robertos Eltern, Gardasee, Birgit, Hanna, Simone, Katharina, Supermarkt, Restaurants, fußläufig, wunderbaren Aufenthalt, Wohnung, modern",German,Birgit,"Wir hatten einen ganz wunderbaren Aufenthalt bei Roberto und seinen Eltern! Die Wohnung ist sehr sauber, modern renoviert und mit allem ausgestattet, was man benötigt. Gardasee, Supermarkt und Restaurants sind fußläufig zu erreichen. Robertos Eltern sind unfassbar herzlich und wir haben uns rundum wohl gefühlt. Wir werden sicher wiederkommen! Birgit, Hanna, Simone und Katharina",67.9%,Neutral
189,2017-05-21 00:00:00,de,"Falls, Robertos Wohnung, Roberto verlassen, essen, verweilen, Tipps, Aktionen, Ausblick, Wochenende, Wahnsinn, Terasse, Riva, Eltern sorgen, Gardasee, Hause",German,Joana,"Das Wochenende in Robertos Wohnung war der Wahnsinn. Die Terasse lädt zum essen und verweilen ein, der Ausblick ist fantastisch, Roberto und seine Eltern sorgen dafür, dass man sich wie zu Hause fühlt. Falls man Tipps für Aktionen rund um Riva braucht kann man sicher super auf Roberto verlassen und alles in allem gab es nicht eine Sache über die ich meckern könnte. Falls ich nochmal zum Gardasee fahre, gerne wieder in diese Wohnung.",63.5%,Neutral
190,2017-05-19 00:00:00,en,"flat, minutes, fantastic view, calm, large terrace, parking space, kitchenware, parents, warm welcome, Riva town center, surrounding mountains, perfect accommodation, comfy beds, house, location, Roberto",English,Kerstin,"The flat is the perfect accommodation for a relaxing, it is spacious, newly renovated, very bright and has a large terrace with a fantastic view of the surrounding mountains. The flat is equipped with a full kitchen, plenty of kitchenware and very comfy beds. The location is nice and calm with plenty of parking space and roughly a 30 minutes walk away from Riva town center. Roberto and his parents offered us a very warm welcome to their house and we will come again for sure!",100.0%,Positive
